"","GROUP","value","concept","variable","siteid","obs_value"
"3921","NO_SEVERE_18_49",35,"complication_class","Inf: Bacterial infection","site_10",3
"3922","NO_SEVERE_sup_49",215,"complication_class","Inf: Bacterial infection","site_10",3
"3923","SEVERE_NO_ARDS_18_49",44,"complication_class","Inf: Bacterial infection","site_10",3
"3924","SEVERE_NO_ARDS_sup_49",226,"complication_class","Inf: Bacterial infection","site_10",3
"3925","NO_SEVERE_18_49",7,"complication_class","Inf: Bacterial intestinal infections","site_10",3
"3926","NO_SEVERE_sup_49",11,"complication_class","Inf: Bacterial intestinal infections","site_10",3
"3927","SEVERE_NO_ARDS_18_49",5,"complication_class","Inf: Bacterial intestinal infections","site_10",3
"3928","SEVERE_NO_ARDS_sup_49",10,"complication_class","Inf: Bacterial intestinal infections","site_10",3
"3929","ARDS_18_49",,"complication_class","Inf: Candidiasis","site_10",3
"3930","NO_SEVERE_18_49",14,"complication_class","Inf: Candidiasis","site_10",3
"3931","NO_SEVERE_sup_49",13,"complication_class","Inf: Candidiasis","site_10",3
"3932","SEVERE_NO_ARDS_18_49",7,"complication_class","Inf: Candidiasis","site_10",3
"3933","SEVERE_NO_ARDS_sup_49",14,"complication_class","Inf: Candidiasis","site_10",3
"3934","ARDS_sup_49",,"complication_class","Inf: Others fungal infection","site_10",3
"3935","NO_SEVERE_18_49",3,"complication_class","Inf: Others fungal infection","site_10",3
"3936","NO_SEVERE_sup_49",,"complication_class","Inf: Others fungal infection","site_10",3
"3937","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Others fungal infection","site_10",3
"3938","SEVERE_NO_ARDS_sup_49",5,"complication_class","Inf: Others fungal infection","site_10",3
"3939","NO_SEVERE_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_10",3
"3940","ARDS_18_49",6,"complication_class","Inf: Respiratory bacterial superinfection","site_10",3
"3941","ARDS_sup_49",20,"complication_class","Inf: Respiratory bacterial superinfection","site_10",3
"3942","NO_SEVERE_18_49",104,"complication_class","Inf: Respiratory bacterial superinfection","site_10",3
"3943","NO_SEVERE_sup_49",362,"complication_class","Inf: Respiratory bacterial superinfection","site_10",3
"3944","SEVERE_NO_ARDS_18_49",30,"complication_class","Inf: Respiratory bacterial superinfection","site_10",3
"3945","SEVERE_NO_ARDS_sup_49",186,"complication_class","Inf: Respiratory bacterial superinfection","site_10",3
"3946","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Streptococcal sepsis","site_10",3
"3947","SEVERE_NO_ARDS_sup_49",3,"complication_class","Inf: Streptococcal sepsis","site_10",3
"3948","NO_SEVERE_18_49",8,"complication_class","Inf: Viral reactivation","site_10",3
"3949","NO_SEVERE_sup_49",13,"complication_class","Inf: Viral reactivation","site_10",3
"3950","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Viral reactivation","site_10",3
"3951","SEVERE_NO_ARDS_sup_49",11,"complication_class","Inf: Viral reactivation","site_10",3
"3952","ARDS_sup_49",5,"complication_class","Pressure ulcer","site_10",3
"3953","NO_SEVERE_18_49",3,"complication_class","Pressure ulcer","site_10",3
"3954","NO_SEVERE_sup_49",19,"complication_class","Pressure ulcer","site_10",3
"3955","SEVERE_NO_ARDS_18_49",4,"complication_class","Pressure ulcer","site_10",3
"3956","SEVERE_NO_ARDS_sup_49",17,"complication_class","Pressure ulcer","site_10",3
"3957","ARDS_18_49",,"complication_class","Pulmonary embolism","site_10",3
"3958","ARDS_sup_49",,"complication_class","Pulmonary embolism","site_10",3
"3959","NO_SEVERE_18_49",51,"complication_class","Pulmonary embolism","site_10",3
"3960","NO_SEVERE_sup_49",75,"complication_class","Pulmonary embolism","site_10",3
"3961","SEVERE_NO_ARDS_18_49",21,"complication_class","Pulmonary embolism","site_10",3
"3962","SEVERE_NO_ARDS_sup_49",63,"complication_class","Pulmonary embolism","site_10",3
"3963","ARDS_18_49",14,"complication_class","Respiratory complication ( excluding ARDS)","site_10",3
"3964","ARDS_sup_49",52,"complication_class","Respiratory complication ( excluding ARDS)","site_10",3
"3965","NO_SEVERE_18_49",129,"complication_class","Respiratory complication ( excluding ARDS)","site_10",3
"3966","NO_SEVERE_sup_49",499,"complication_class","Respiratory complication ( excluding ARDS)","site_10",3
"3967","SEVERE_NO_ARDS_18_49",86,"complication_class","Respiratory complication ( excluding ARDS)","site_10",3
"3968","SEVERE_NO_ARDS_sup_49",397,"complication_class","Respiratory complication ( excluding ARDS)","site_10",3
"3969","ARDS_18_49",,"complication_class","Stroke","site_10",3
"3970","ARDS_sup_49",6,"complication_class","Stroke","site_10",3
"3971","NO_SEVERE_18_49",10,"complication_class","Stroke","site_10",3
"3972","NO_SEVERE_sup_49",111,"complication_class","Stroke","site_10",3
"3973","SEVERE_NO_ARDS_18_49",10,"complication_class","Stroke","site_10",3
"3974","SEVERE_NO_ARDS_sup_49",98,"complication_class","Stroke","site_10",3
"3975","ARDS_18_49",12,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_10",3
"3976","ARDS_sup_49",22,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_10",3
"3977","NO_SEVERE_18_49",20,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_10",3
"3978","NO_SEVERE_sup_49",75,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_10",3
"3979","SEVERE_NO_ARDS_18_49",41,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_10",3
"3980","SEVERE_NO_ARDS_sup_49",128,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_10",3
"3981","ARDS_18_49",9,"complication_class","Acute kidney failure","site_11",3
"3982","ARDS_sup_49",145,"complication_class","Acute kidney failure","site_11",3
"3983","NO_SEVERE_18_49",45,"complication_class","Acute kidney failure","site_11",3
"3984","NO_SEVERE_sup_49",976,"complication_class","Acute kidney failure","site_11",3
"3985","SEVERE_NO_ARDS_18_49",37,"complication_class","Acute kidney failure","site_11",3
"3986","SEVERE_NO_ARDS_sup_49",546,"complication_class","Acute kidney failure","site_11",3
"3987","ARDS_sup_49",4,"complication_class","Arterial embolism and thrombosis","site_11",3
"3988","NO_SEVERE_18_49",,"complication_class","Arterial embolism and thrombosis","site_11",3
"3989","NO_SEVERE_sup_49",4,"complication_class","Arterial embolism and thrombosis","site_11",3
"3990","SEVERE_NO_ARDS_18_49",,"complication_class","Arterial embolism and thrombosis","site_11",3
"3991","SEVERE_NO_ARDS_sup_49",11,"complication_class","Arterial embolism and thrombosis","site_11",3
"3992","ARDS_18_49",,"complication_class","Cardiac arrest","site_11",3
"3993","ARDS_sup_49",22,"complication_class","Cardiac arrest","site_11",3
"3994","NO_SEVERE_18_49",,"complication_class","Cardiac arrest","site_11",3
"3995","NO_SEVERE_sup_49",26,"complication_class","Cardiac arrest","site_11",3
"3996","SEVERE_NO_ARDS_18_49",8,"complication_class","Cardiac arrest","site_11",3
"3997","SEVERE_NO_ARDS_sup_49",75,"complication_class","Cardiac arrest","site_11",3
"3998","ARDS_18_49",7,"complication_class","Cardiac complication","site_11",3
"3999","ARDS_sup_49",86,"complication_class","Cardiac complication","site_11",3
"4000","NO_SEVERE_18_49",35,"complication_class","Cardiac complication","site_11",3
"4001","NO_SEVERE_sup_49",899,"complication_class","Cardiac complication","site_11",3
"4002","SEVERE_NO_ARDS_18_49",31,"complication_class","Cardiac complication","site_11",3
"4003","SEVERE_NO_ARDS_sup_49",514,"complication_class","Cardiac complication","site_11",3
"4004","ARDS_18_49",6,"complication_class","Cardiac: Rhythm/conduction disorder","site_11",3
"4005","ARDS_sup_49",112,"complication_class","Cardiac: Rhythm/conduction disorder","site_11",3
"4006","NO_SEVERE_18_49",33,"complication_class","Cardiac: Rhythm/conduction disorder","site_11",3
"4007","NO_SEVERE_sup_49",944,"complication_class","Cardiac: Rhythm/conduction disorder","site_11",3
"4008","SEVERE_NO_ARDS_18_49",29,"complication_class","Cardiac: Rhythm/conduction disorder","site_11",3
"4009","SEVERE_NO_ARDS_sup_49",560,"complication_class","Cardiac: Rhythm/conduction disorder","site_11",3
"4010","ARDS_18_49",10,"complication_class","Digestive complications","site_11",3
"4011","ARDS_sup_49",84,"complication_class","Digestive complications","site_11",3
"4012","NO_SEVERE_18_49",126,"complication_class","Digestive complications","site_11",3
"4013","NO_SEVERE_sup_49",1307,"complication_class","Digestive complications","site_11",3
"4014","SEVERE_NO_ARDS_18_49",81,"complication_class","Digestive complications","site_11",3
"4015","SEVERE_NO_ARDS_sup_49",655,"complication_class","Digestive complications","site_11",3
"4016","ARDS_18_49",15,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_11",3
"4017","ARDS_sup_49",160,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_11",3
"4018","NO_SEVERE_18_49",99,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_11",3
"4019","NO_SEVERE_sup_49",1198,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_11",3
"4020","SEVERE_NO_ARDS_18_49",74,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_11",3
"4021","SEVERE_NO_ARDS_sup_49",662,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_11",3
"4022","ARDS_18_49",6,"complication_class","Haematological disorders","site_11",3
"4023","ARDS_sup_49",106,"complication_class","Haematological disorders","site_11",3
"4024","NO_SEVERE_18_49",74,"complication_class","Haematological disorders","site_11",3
"4025","NO_SEVERE_sup_49",580,"complication_class","Haematological disorders","site_11",3
"4026","SEVERE_NO_ARDS_18_49",50,"complication_class","Haematological disorders","site_11",3
"4027","SEVERE_NO_ARDS_sup_49",465,"complication_class","Haematological disorders","site_11",3
"4028","ARDS_18_49",8,"complication_class","Hemodynamic disorders","site_11",3
"4029","ARDS_sup_49",67,"complication_class","Hemodynamic disorders","site_11",3
"4030","NO_SEVERE_18_49",63,"complication_class","Hemodynamic disorders","site_11",3
"4031","NO_SEVERE_sup_49",784,"complication_class","Hemodynamic disorders","site_11",3
"4032","SEVERE_NO_ARDS_18_49",43,"complication_class","Hemodynamic disorders","site_11",3
"4033","SEVERE_NO_ARDS_sup_49",397,"complication_class","Hemodynamic disorders","site_11",3
"4034","NO_SEVERE_18_49",,"complication_class","Inf: Aspergillosis","site_11",3
"4035","NO_SEVERE_sup_49",,"complication_class","Inf: Aspergillosis","site_11",3
"4036","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Aspergillosis","site_11",3
"4037","ARDS_18_49",7,"complication_class","Inf: Bacterial infection","site_11",3
"4038","ARDS_sup_49",123,"complication_class","Inf: Bacterial infection","site_11",3
"4039","NO_SEVERE_18_49",28,"complication_class","Inf: Bacterial infection","site_11",3
"4040","NO_SEVERE_sup_49",446,"complication_class","Inf: Bacterial infection","site_11",3
"4041","SEVERE_NO_ARDS_18_49",39,"complication_class","Inf: Bacterial infection","site_11",3
"4042","SEVERE_NO_ARDS_sup_49",404,"complication_class","Inf: Bacterial infection","site_11",3
"4043","ARDS_18_49",,"complication_class","Inf: Bacterial intestinal infections","site_11",3
"4044","ARDS_sup_49",7,"complication_class","Inf: Bacterial intestinal infections","site_11",3
"4045","NO_SEVERE_18_49",,"complication_class","Inf: Bacterial intestinal infections","site_11",3
"4046","NO_SEVERE_sup_49",35,"complication_class","Inf: Bacterial intestinal infections","site_11",3
"4047","SEVERE_NO_ARDS_18_49",4,"complication_class","Inf: Bacterial intestinal infections","site_11",3
"4048","SEVERE_NO_ARDS_sup_49",32,"complication_class","Inf: Bacterial intestinal infections","site_11",3
"4049","ARDS_18_49",,"complication_class","Inf: Candidiasis","site_11",3
"4050","ARDS_sup_49",13,"complication_class","Inf: Candidiasis","site_11",3
"4051","NO_SEVERE_18_49",10,"complication_class","Inf: Candidiasis","site_11",3
"4052","NO_SEVERE_sup_49",89,"complication_class","Inf: Candidiasis","site_11",3
"4053","SEVERE_NO_ARDS_18_49",9,"complication_class","Inf: Candidiasis","site_11",3
"4054","SEVERE_NO_ARDS_sup_49",55,"complication_class","Inf: Candidiasis","site_11",3
"4055","ARDS_18_49",,"complication_class","Inf: Others fungal infection","site_11",3
"4056","ARDS_sup_49",,"complication_class","Inf: Others fungal infection","site_11",3
"4057","NO_SEVERE_sup_49",5,"complication_class","Inf: Others fungal infection","site_11",3
"4058","SEVERE_NO_ARDS_sup_49",6,"complication_class","Inf: Others fungal infection","site_11",3
"4059","ARDS_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_11",3
"4060","NO_SEVERE_18_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_11",3
"4061","NO_SEVERE_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_11",3
"4062","SEVERE_NO_ARDS_sup_49",4,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_11",3
"4063","ARDS_18_49",5,"complication_class","Inf: Respiratory bacterial superinfection","site_11",3
"4064","ARDS_sup_49",67,"complication_class","Inf: Respiratory bacterial superinfection","site_11",3
"4065","NO_SEVERE_18_49",30,"complication_class","Inf: Respiratory bacterial superinfection","site_11",3
"4066","NO_SEVERE_sup_49",398,"complication_class","Inf: Respiratory bacterial superinfection","site_11",3
"4067","SEVERE_NO_ARDS_18_49",27,"complication_class","Inf: Respiratory bacterial superinfection","site_11",3
"4068","SEVERE_NO_ARDS_sup_49",232,"complication_class","Inf: Respiratory bacterial superinfection","site_11",3
"4069","ARDS_18_49",,"complication_class","Inf: Streptococcal sepsis","site_11",3
"4070","ARDS_sup_49",,"complication_class","Inf: Streptococcal sepsis","site_11",3
"4071","NO_SEVERE_18_49",,"complication_class","Inf: Streptococcal sepsis","site_11",3
"4072","NO_SEVERE_sup_49",,"complication_class","Inf: Streptococcal sepsis","site_11",3
"4073","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Streptococcal sepsis","site_11",3
"4074","SEVERE_NO_ARDS_sup_49",3,"complication_class","Inf: Streptococcal sepsis","site_11",3
"4075","ARDS_sup_49",3,"complication_class","Inf: Viral reactivation","site_11",3
"4076","NO_SEVERE_18_49",6,"complication_class","Inf: Viral reactivation","site_11",3
"4077","NO_SEVERE_sup_49",28,"complication_class","Inf: Viral reactivation","site_11",3
"4078","SEVERE_NO_ARDS_18_49",3,"complication_class","Inf: Viral reactivation","site_11",3
"4079","SEVERE_NO_ARDS_sup_49",17,"complication_class","Inf: Viral reactivation","site_11",3
"4080","ARDS_18_49",4,"complication_class","Pressure ulcer","site_11",3
"4081","ARDS_sup_49",20,"complication_class","Pressure ulcer","site_11",3
"4082","NO_SEVERE_18_49",6,"complication_class","Pressure ulcer","site_11",3
"4083","NO_SEVERE_sup_49",140,"complication_class","Pressure ulcer","site_11",3
"4084","SEVERE_NO_ARDS_18_49",8,"complication_class","Pressure ulcer","site_11",3
"4085","SEVERE_NO_ARDS_sup_49",116,"complication_class","Pressure ulcer","site_11",3
"4086","ARDS_18_49",,"complication_class","Pulmonary embolism","site_11",3
"4087","ARDS_sup_49",25,"complication_class","Pulmonary embolism","site_11",3
"4088","NO_SEVERE_18_49",15,"complication_class","Pulmonary embolism","site_11",3
"4089","NO_SEVERE_sup_49",119,"complication_class","Pulmonary embolism","site_11",3
"4090","SEVERE_NO_ARDS_18_49",10,"complication_class","Pulmonary embolism","site_11",3
"4091","SEVERE_NO_ARDS_sup_49",85,"complication_class","Pulmonary embolism","site_11",3
"4092","ARDS_18_49",13,"complication_class","Respiratory complication ( excluding ARDS)","site_11",3
"4093","ARDS_sup_49",105,"complication_class","Respiratory complication ( excluding ARDS)","site_11",3
"4094","NO_SEVERE_18_49",109,"complication_class","Respiratory complication ( excluding ARDS)","site_11",3
"4095","NO_SEVERE_sup_49",1530,"complication_class","Respiratory complication ( excluding ARDS)","site_11",3
"4096","SEVERE_NO_ARDS_18_49",66,"complication_class","Respiratory complication ( excluding ARDS)","site_11",3
"4097","SEVERE_NO_ARDS_sup_49",772,"complication_class","Respiratory complication ( excluding ARDS)","site_11",3
"4098","ARDS_18_49",,"complication_class","Stroke","site_11",3
